Désignation;Référence; PU.HT ;;;;;
ARRET D'HUILE;35X62X10; 20,00   ;;;;;
CRIC CREMAILLERE;5 TONNES; 2 150,00   ;;;;;
REPARATION POMPE HYDRAULIQUE;6 CULASSE+AH+POCHETTE DE JOINT; 5 000,00   ;;;;;
CONFECTION FLEXIBLE;1/4 D/C 90°; 170,19   ;;;;;
ADAPTEUR;7/16-20X1/8NPT JIC; 49,00   ;;;;;
ADAPTEUR;7/16-20X1/8NPT JIC; 32,00   ;;;;;
MANCHON;1/4 FF; 28,00   ;;;;;
SERVICE PACK;800H BOXD,E 3002609490; 3 900,00   ;;;;;
HUILE;E 20L 1615595400; 1 750,00   ;;;;;
FORFAIT MAIN D'ŒUVRE ET DEPLACEMENT;; 7 000,00   ;;;;;
CONFECTION FLEXIBLE;TEFLON INOX 1/4 D/C 90°; 170,19   ;;;;;
ADAPTEUR;7/16-20 X 1/8 NPT JIC; 49,00   ;;;;;
ADAPTEUR;7/16-20 X 1/4 NPT JIC; 32,00   ;;;;;
MANCHON LAITON;"F 1/4"""; 28,00   ;;;;;
MANOMETRE;10 BARS D 63; 117,00   ;;;;;
DEMARREUR;12V; 1 000,00   ;;;;;
ELINGUE SANGLE PLATE A ANNEAU;4T 5 MT; 280,00   ;;;;;
MANILLE;HR 3,20T; 34,00   ;;;;;
CLE MALE COUDE;EXTRA LONG 9 PCS; 70,00   ;;;;;
COULISSE;50 ITALY LG=6 MT; 541,67   ;;;;;
GALET OMEGA;50; 90,00   ;;;;;
MOTEUR THERMIQUE;DUTE 913 BONNE OCCASION; 30 000,00   ;;;;;
FILTRE HYDRAULIQUE;2914866000; 665,50   ;;;;;
FILTRE A GASOIL;2914823700; 671,50   ;;;;;
PRE FILTRE GASOIL;2914823600; 1 487,86   ;;;;;
MOTEUR ELECTRIQUE ;TRIPHASE 3 HP 3000T/Min SPERONI 380V; 2 083,33   ;;;;;
TUBE PVC;160 PN10 A COLLER LG=6 MT; 120,00   ;;;;;
TUBE PEHD;50 PN16; 22,50   ;;;;;
TUBE PEHD;32 PN16; 9,20   ;;;;;
TUBE PEHD;25 PN16; 8,33   ;;;;;
MANCHON PEHD;32X32; 22,50   ;;;;;
MANCHON PEHD;50X50; 58,00   ;;;;;
MANCHON ;"1"" EE NOIR"; 14,50   ;;;;;
RACCORD UNION;"1"" EE NOIR"; 48,94   ;;;;;
MAMELON;"1"" EE NOIR"; 13,75   ;;;;;
RIVET;POP 5X20; 0,30   ;;;;;
COLLE PVC;; 90,00   ;;;;;
RECHARGE CARTE CARBURANT;N°1895806; 5 454,55   ;;;;;
PLAQUETTE A SOUDER;WNMG 080408; 40,00   ;;;;;
PLAQUETTE A SOUDER;WNMG 080412; 40,00   ;;;;;
BARRE ROND;10X200; 70,00   ;;;;;
TECALENT;4X6 BLANC; 8,21   ;;;;;
LIMITEUR DE PRESSION ;"1"" EN LIGNE"; 2 900,00   ;;;;;
ADAPTEUR;"1"" A GAZ"; 42,00   ;;;;;
ADAPTEUR;3/4 A GAZ; 29,40   ;;;;;
CONFECTION FLEXIBLE;"1"" LG= 2,60  MT FF"; 687,34   ;;;;;
CONFECTION FLEXIBLE;3/4 LG= 3 MT FF; 520,79   ;;;;;
TE EGALE;"1"" FFF"; 210,00   ;;;;;
MANOMETRE;60 BARS D 100; 260,00   ;;;;;
MANOMETRE;100 BARS D 100; 308,00   ;;;;;
JOINT A GAZ;3/4 JCP GAZ; 7,50   ;;;;;
JOINT A GAZ;"1"" JCP GAZ"; 11,90   ;;;;;
FILTRE A HUILE;FL 4054; 130,00   ;;;;;
FILTRE A GASOIL;FF 524; 65,00   ;;;;;
REBOBINAGE MOTEUR;5,5 CV; 1 000,00   ;;;;;
REBOBINAGE MOTEUR;7,5KW 1500T/MIN; 1 500,00   ;;;;;
BOBINAGE ELECTROPOMPE;5,5KW; 1 500,00   ;;;;;
BOBINAGE ELECTROPOMPE;4KW; 1 200,00   ;;;;;
TUYAU ;10,5X5,5; 5,00   ;;;;;
COLLIER MICALOR;06-12 9MM; 3,50   ;;;;;
ROULEMENT A GALET;NATR 40 ACE; 166,67   ;;;;;
ARRET D'HUILE;45X65X7; 12,75   ;;;;;
RECHARGE CARTE JAWAZ;N°15290014230; 1 666,67   ;;;;;
CABLE EN ACIER;D 10MM; 24,00   ;;;;;
SERRE CABLE;D 10MM; 7,00   ;;;;;
MANILLE;3,20T; 80,00   ;;;;;
ELECTRODE;BASIC 7018 D 4MM; 200,00   ;;;;;
TISSU FIBRE DE VERRE;EP 3MM LOG=1000 M2; 360,00   ;;;;;
COLLIER MICALOR;120-140 12MM; 22,00   ;;;;;
COMBINAISON DE TRAVAIL;VESTE ET PANTALLON; 170,00   ;;;;;
CHAUSSURE DE SECURITE;HAUT P41-P42-P43-P44; 240,00   ;;;;;
GANT EN NYLON;ENDUIT LATEX; 11,00   ;;;;;
GANT DE SOUDURE;; 40,00   ;;;;;
LUNETTE DE PROTECTION;; 18,00   ;;;;;
MANCHE DE PROTECTION;BRAS+JAMBE; 60,00   ;;;;;
CHIFFON COULEUR;; 8,00   ;;;;;
CHENILLE EN CAOUATCHOUC;250X72X52; 4 500,00   ;;;;;
OBTURATEUR SIMPLE;R 54 LG=1000 MM; 4 650,00   ;;;;;
FILTRE A GASOIL;1R 0751 CAT; 489,19   ;;;;;
FILTRE A HUILE;1R 1808 CAT; 854,00   ;;;;;
FILTRE SEPARATEUR GASOIL;5134490 CAT; 1 082,70   ;;;;;
FILTRE A AIR;1327167; 2 873,21   ;;;;;
FILTRE A AIR;6I2510; 1 945,55   ;;;;;
FILTRE A GASOIL;1R 0751 CAT; 489,19   ;;;;;
FILTRE A HUILE;1R 1808 CAT; 853,99   ;;;;;
FILTRE SEPARATEUR GASOIL;5134490 CAT; 1 082,70   ;;;;;
CENTREUR;D 32MM; 14,00   ;;;;;
CENTREUR;D 75 MM; 19,20   ;;;;;
ETANCHETITE;40PY 180ARD GRIS; 433,33   ;;;;;
BITUFLEX;4MM ARD VERT; 375,00   ;;;;;
BITUKOTE;20 KG; 183,33   ;;;;;
GRAISSE;MP2 18KG; 720,00   ;;;;;
HUILE;HD 140 20LT; 651,67   ;;;;;
HUILE;15W40 SUPER 1300 204LT; 6 685,00   ;;;;;
HUILE;ALMO 527 204LT; 12 060,00   ;;;;;
MARTEAU FOND DE TROU;DHD 3,5; 6 500,00   ;;;;;
TAILLANT A BOUTON ;110 DHD 3,5; 2 200,00   ;;;;;
CONFECTION FLEXIBLE;1/2 LG=1,20 MT FF JIC; 221,82   ;;;;;
CONFECTION FLEXIBLE;3/8 LG=1,20 MT FF JIC; 199,91   ;;;;;
CONFECTION FLEXIBLE;1/2 LG=3 MT FF JIC; 393,30   ;;;;;
ADAPTEUR;1/2 A GAZ; 25,20   ;;;;;
ADAPTEUR;1/2XF1/2 90°; 91,00   ;;;;;
TUYAU ;TRANSPARENT ARMORVIN D 70MM; 192,50   ;;;;;
COLLIER ROBUSTE;79-85; 23,80   ;;;;;
POCHETTE DE JOINT;S/M; 537,00   ;;;;;
RACCORD UNION;"1"" NOIR EE"; 42,00   ;;;;;
MANOMETRE;250 BARS D 63; 150,00   ;;;;;
ADAPTEUR;3/4 A GAZ; 29,40   ;;;;;
BATTERIE;12V100 AH L5; 1 041,67   ;;;;;
BATTERIE;12V100 AH L5; 1 041,67   ;;;;;
ARRET D'HUILE;105X130X12; 66,67   ;;;;;
ROULEMENT A BILLE;6015 2RS C3 Z2V2 GULLMAN; 100,00   ;;;;;
ROULEMENT A BILLE;7218 B NSK; 1 250,00   ;;;;;
ROULEMENT A BILLE;6206 2RS C3 Z2V2 GULLMAN; 33,34   ;;;;;
RECHARGE CARTE CARBURANT;FREE N°2174271; 5 454,55   ;;;;;
BROSSE METALLIQUE;SECOUPE T100 JAZ; 100,00   ;;;;;
LUNETTE DE PROTECTION;; 10,00   ;;;;;
VIS;"BTR UNC 3/8X1""1/4"; 18,00   ;;;;;
VIS;"BTR 7/16X1""1/2"; 21,00   ;;;;;
VIS;"BTR 7/16X1""1/2"; 21,00   ;;;;;
VIS;BTR 16X40; 5,00   ;;;;;
VIS;TH HR 20X50; 7,00   ;;;;;
GOUPILLE;BETA; 7,00   ;;;;;
CLE MIXTE;; 40,00   ;;;;;
TIGE FILTEE;D 6MM; 5,00   ;;;;;
ECRAN;D 6MM; 0,25   ;;;;;
TIGE FILTEE;D 20MM; 50,00   ;;;;;
ECROU NYLSTOP;D 20MM; 4,00   ;;;;;
VIS;HR 20X50; 10,00   ;;;;;
VIS;TH 16X100 A/E+RONDELLE; 12,00   ;;;;;
VIS;TC 16X70; 9,00   ;;;;;
ECROU;D 20MM; 2,50   ;;;;;
VIS;BTR 16X90 A/E; 12,00   ;;;;;
THERMOSTAT;2477133; 304,00   ;;;;;
COURROIE;S/M; 80,00   ;;;;;
POULIE AVEC SUPPORT;; 464,00   ;;;;;
REPARATION TREUIL DE CAMERA LIM;S/N°150-2001; 3 400,00   ;;;;;
MOTEUR DE ROTATION;GM ET MM ATLAS COPCO; 9 166,67   ;;;;;
CONFECTION JOINT;22X28X2,9; 50,00   ;;;;;
CONFECTION FLEXIBLE;3/4  LG=5 MT FF JIC; 815,50   ;;;;;
CONFECTION FLEXIBLE;"1""1/2 LG= 6MT FF JIC"; 2 112,62   ;;;;;
CONFECTION FLEXIBLE;"2"" LG= 6 MT FF JIC"; 3 346,04   ;;;;;
REGULATEUR;"1"" HP 35 BAR"; 1 700,00   ;;;;;
ADAPTEUR;"1"" A GAZ"; 42,00   ;;;;;
ADAPTEUR;3/4 A GAZ; 29,40   ;;;;;
REDUCTION;"1""x3/4 MF"; 70,00   ;;;;;
CONFECTION FLEXIBLE;3/8 LG=0,60 MT ; 181,99   ;;;;;
VIS CREUSE;1/4 HP; 20,00   ;;;;;
JOINT A GAZ;1/4 HP; 5,60   ;;;;;
JOINT TORIQUE;23,81X2,62; 2,10   ;;;;;
JOINT TORIQUE;134,3X5,7; 10,50   ;;;;;
JOINT TORIQUE;32,92X3,53; 3,22   ;;;;;
COLLE REINZ;; 83,33   ;;;;;
GYROPHARE;LED; 240,00   ;;;;;
PHARE SECOUR;LED 24V; 116,67   ;;;;;
COSSE DE BATTERIE;DIESEL +/-; 15,00   ;;;;;
TUYAU ;D 8 MM; 29,17   ;;;;;
GAINE;D 10MM; 2,50   ;;;;;
TEMOIN;AVEC LAMPE; 15,00   ;;;;;
CHARBON;; 20,83   ;;;;;
THERMOSTAT;; 433,33   ;;;;;
COLLE REINZ;; 41,83   ;;;;;
MANO TRMPERATEUR;; 141,67   ;;;;;
MANO;; 91,67   ;;;;;
REGULATEUR;; 580,00   ;;;;;
BOUGIE;; 16,67   ;;;;;
LAMPE;; 29,17   ;;;;;
CLE BOUGIE;; 16,67   ;;;;;
RECHARGE CARTE CARBURANT;FREE N°1895806; 5 454,55   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
HUILE;DTE 26 20LT; 1 100,00   ;;;;;
ANTIGEL;G4033 VASCO 20LT; 540,00   ;;;;;
HUILE;HD 90 20LT; 652,00   ;;;;;
PC ORDINATEUR;"HP TOUT EN UN i7 13 EME/16GO/512 GO SSD/23,8""/TACTILE"; 11 658,33   ;;;;;
ECRAN;"DELL E2425H 2,8"" FULL HD SERIE N°483SGP3"; 1 590,00   ;;;;;
COLLIER MICALOR;120-140 12MM; 22,00   ;;;;;
TECALENT;4X6 BLANC; 8,21   ;;;;;
COLLIER ROBUSTE;140-150; 55,30   ;;;;;
CONFECTION FLEXIBLE;3/8 LG=1MT 90°; 214,86   ;;;;;
JOINT A GAZ;"1/4"""; 5,60   ;;;;;
A-TOURNANT;MF 1/4 BSP; 45,00   ;;;;;
CONFECTION FLEXIBLE;1/4 LG=1MT D/C 90°; 183,87   ;;;;;
CONFECTION FLEXIBLE;1/4 LG=1,20 MT D/C 90°; 202,70   ;;;;;
ADAPTEUR;"1/4 "" A GAZ"; 11,00   ;;;;;
RACCORD ;MALE AVEC LA SOUDURE/FLEXIBLE; 43,73   ;;;;;
TE ;"1/4"""; 74,20   ;;;;;
ROULEMENT A BILLE;6306 ZZC3 FNR; 45,45   ;;;;;
CHEVRON ;70X90X40; 450,00   ;;;;;
ROULEMENT A BILLE;6202 ZZC3 Z2V2 GULLMAN; 11,39   ;;;;;
POMPE HYDRAULIQUE;S/M; 11 784,00   ;;;;;
CONFECTION PIGNON;D 120 EP 65 MM; 1 200,00   ;;;;;
CONFECTION PIGNON;D 170 EP 65 MM; 1 800,00   ;;;;;
ELECTRODE;6013 3,2X350; 110,00   ;;;;;
DISQUE A COUPER ;230X3X22,23; 23,00   ;;;;;
ELECTRODE;ALLIMINIUM 2,5MM; 7,00   ;;;;;
DEBOUCHAGE ET NETTOYAGE RADIATEUR;MAIT HR 180; 708,33   ;;;;;
ELECTRODE;BASIC 7018 D 4MM; 200,00   ;;;;;
CHEVRON ;69,52X88,9X32,5; 340,20   ;;;;;
RACLEUR SOUPLE;70X78,6X5,3; 58,80   ;;;;;
CONFECTION VIS CREUSE;1/4 SM; 60,00   ;;;;;
ROULEMENT A BILLE;6014 ZZC3 GULLMAN; 205,00   ;;;;;
CHEVRON ;70X90X40; 450,00   ;;;;;
CAPTEUR DE PRESSION;S2/20 Ma 2FILS 8/30 VCC 0/60 BARS; 1 500,00   ;;;;;
TUBE PEHD;32 PN16; 9,20   ;;;;;
MANCHON PEHD;50X50; 22,50   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
GRAISSE;MP2 18KG; 720,00   ;;;;;
TIGE ;CR 60 CONIQUE LG=1500 MM; 1 458,33   ;;;;;
PAPIER A BLANC;A4 PIONEER 80G; 51,67   ;;;;;
TONER;85A ADABTABLE; 125,00   ;;;;;
TONER;136A NOIR ; 708,33   ;;;;;
POCHETTE PREFOREE;; 58,33   ;;;;;
TAPIS SOURIS;; 33,33   ;;;;;
PAPIER A BLANC;A4 NAVIGATOR 80G; 53,33   ;;;;;
CLASSEUR A LEVIER;DOS 08 CM SICLA NOIR; 16,67   ;;;;;
TONER;106A; 633,33   ;;;;;
PAPIER BLANC;A4 NAVIGATOR 80G; 54,17   ;;;;;
TONER;205A BLEU/CF531; 683,33   ;;;;;
TONER;205A ROSE/CF533; 683,33   ;;;;;
CHEMISE BULL;ORD; 37,50   ;;;;;
CLASSEUR A LEVIER;DOS 08 CM SICLA COULEUR; 20,83   ;;;;;
FICHE PERSONNEL;; 2,50   ;;;;;
TONER;126A/CE310 NOIR ADAPTABLE; 150,00   ;;;;;
POCHETTE PREFOREE;SHEET; 0,83   ;;;;;
VIS;TH 20X100 A/E NYLSTOP; 20,00   ;;;;;
DISJONCTEUR;80A 4P SR; 1 416,67   ;;;;;
COSSE A SERTIR;25MM; 5,83   ;;;;;
SCOTCH NOIR;GM; 10,00   ;;;;;
CONFECTION FLEXIBLE;"1"" LG=4 MT - FF BSP"; 926,02   ;;;;;
ADAPTEUR;"1"" A GAZ"; 42,00   ;;;;;
BATTERIE;12V170 AH M15; 1 583,33   ;;;;;
CLE A GRIFFE;"138-24"" VIRAX"; 500,00   ;;;;;
CLE A GRIFFE;"138-36"" VIRAX"; 1 400,00   ;;;;;
CLE A GRIFFE;"138-18"" VIRAX"; 250,00   ;;;;;
SCOTCH D'EMBALLAGE;50X100; 13,00   ;;;;;
CHIFFON COULEUR;; 8,00   ;;;;;
BOTTE;VER P42-P43-P44; 73,00   ;;;;;
ROULEMENT A BILLE;6013 ZZ C3 GULLMAN; 83,34   ;;;;;
ROULEMENT A BUTEE;51213 KG; 101,21   ;;;;;
ARRET D'HUILE;60X75X10; 16,68   ;;;;;
CHEVRON ;70X85X22,50; 399,84   ;;;;;
CIRCLIPS;INT 85 MM; 14,80   ;;;;;
ACIER ROND;42CD4 D 120 LG=80MM; 185,00   ;;;;;
FER PLAT;120 EN 6MT; 984,00   ;;;;;
MOTEUR THERMIQUE;DEUTZ 913; 30 000,00   ;;;;;
LOCATION PICK-UP;TOYOTA 18914-B-59; 250,00   ;;;;;
RECHARGE CARTE JAWAZ;24280419748; 833,33   ;;;;;
TOLE NOIR;800X400X20 S275; 1 152,00   ;;;;;
LOCATION PICK-UP;35064-A-36; 291,67   ;;;;;
COUPELLE HYDRAULIQUE;40X55X10; 60,00   ;;;;;
BILLE;D 50 MM; 225,00   ;;;;;
ROULEMENT A BILLE;6015 2RS KOYO; 330,00   ;;;;;
MOTEUR ELECTRIQUE ;3 HP 3000 T/MIN 380V TRIPHASE SPERONI; 2 083,33   ;;;;;
SERVICE PACK;400H BOXD,E 3002609480; 2 990,00   ;;;;;
HUILE;20LT; 1 750,00   ;;;;;
FORFAIT MAIN D'ŒUVRE ET DEPLACEMENT;; 7 800,00   ;;;;;
CONE/CUVETTE;32012 KG; 125,00   ;;;;;
ROULEMENT A BILLE;7211 NSK; 520,00   ;;;;;
ROULEMENT A BILLE;7307 NSK; 33,34   ;;;;;
CAGE A AIGUILLE;K18X22X17; 11,50   ;;;;;
ROULEMENT A AIGUILLE;NK 21/16; 21,00   ;;;;;
ROULEMENT A BILLE;NJ 206 C3 KOYO; 285,00   ;;;;;
ARRET D'HUILE;70X90X10; 18,00   ;;;;;
ARRET D'HUILE;48X72X10; 16,67   ;;;;;
ARRET D'HUILE;90X110X13; 25,00   ;;;;;
TAILLANT A BOUTON ;64T38 RETRO 5697000680; 1 026,00   ;;;;;
COURONNE PLEINE;66 F/FEMELLE CR 60 CHINE STEEL BODY TYPE; 5 200,00   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 161,00   ;;;;;
MANCHON;"1"" EE NOIR"; 20,00   ;;;;;
VIS;BTR 12X100 AV ECROUS; 10,00   ;;;;;
ELECTRODE;6013 3,15; 110,00   ;;;;;
DISQUE A COUPER ;230X3 BOSCH; 25,00   ;;;;;
DISQUE A COUPER ;230X3 BOSCH; 25,00   ;;;;;
DISQUE A MEULER;300X3,20; 30,00   ;;;;;
VIS;BTR TC 12X100 A/E; 10,00   ;;;;;
ROULEMENT A BILLE;5206 2RS C3 Z2; 31,13   ;;;;;
CAGE POUSSIER RACLEUR HYDRAULIQUE;70X80X5/7; 66,67   ;;;;;
CONE/CUVETTE;32012 KG; 125,00   ;;;;;
ROULEMENT A BILLE;7211 NSK; 520,00   ;;;;;
ROULEMENT A BILLE;7307 NSK; 333,34   ;;;;;
CAGE A AIGUILLE;K18X22X17; 11,50   ;;;;;
ROULEMENT A AIGUILLE;NK 21/16; 21,00   ;;;;;
ROULEMENT A BILLE;NJ 206 C3 KOYO; 285,00   ;;;;;
ARRET D'HUILE;70X90X10; 18,00   ;;;;;
ARRET D'HUILE;48X72X10; 16,67   ;;;;;
ARRET D'HUILE;90X110X13; 25,00   ;;;;;
GOUJON;S/M; 60,00   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 161,00   ;;;;;
MANCHON ;"1"" EE NOIR"; 20,00   ;;;;;
REPARATION ARMOIRE ELECTRIQUE;JEAN LUTZ; 6 300,00   ;;;;;
PRESSE ETOUPE;CR-16 VITON/SUS304 G60; 833,33   ;;;;;
COMMUTATEUR;2 POSITION; 58,33   ;;;;;
COMMUTATEUR;3 POSITION; 43,33   ;;;;;
FILTTRE A GASOIL;60282117 SR265 C10; 1 248,57   ;;;;;
FILTTRE A GASOIL;60201220=60151839 SR265 C10; 634,34   ;;;;;
CARTOUCHE A GASOIL;60333882 SR265 C10; 253,50   ;;;;;
SEPARATEUR GASOIL;60249072 SR265 C10; 524,24   ;;;;;
FILTRE A HUILE;B222100000494=1876110070; 455,00   ;;;;;
FILTRE PRINCIPALE;60284727 SR265 C10; 1 240,00   ;;;;;
FILTRE DE RETOUR D'HUILE;60072195 SR265 C10; 624,26   ;;;;;
FILTRE D'ASPIRATION D'HUILE;60240996 SR265 C10; 1 200,00   ;;;;;
FILTRE DE RETOUR D'HUILE;60193541 SR265 C10; 2 112,54   ;;;;;
CABLE EN ACIER;COMPACT DROITE 28MM; 206,13   ;;;;;
CABLE EN ACIER;D 18MM; 46,00   ;;;;;
SERRE CABLE;D 18MM; 18,00   ;;;;;
FILTRE A GASOIL;11826781; 634,57   ;;;;;
CARTOUCHE FILTRANT;4504438; 928,50   ;;;;;
FILTRE HYDRAULIQUE;1 202 804 093; 540,00   ;;;;;
FILTRE A HUILE;LF 4054; 288,00   ;;;;;
FILTRE A AIR;AF 1841; 256,00   ;;;;;
FILTRE A AIR;AF 2506; 304,00   ;;;;;
FILTRE HYDRAULIQUE;P173190; 372,00   ;;;;;
FILTRE HYDRAULIQUE;HF 9600; 1 480,00   ;;;;;
PIC;BTK 10 TRENCHER BTK 10 D25; 150,00   ;;;;;
PORTE PIC;NHR 121 DV25/KS D25; 175,00   ;;;;;
LOCATION CAMION PLATEAU;TARRIERE; 3 000,00   ;;;;;
TIGE CHROME;D 120 MM; 4 800,00   ;;;;;
FILTRE A GASOIL;FF5702; 208,00   ;;;;;
FILTRE A HUILE ;LF 4054; 144,00   ;;;;;
FILTRE A AIR;S2650; 360,00   ;;;;;
FILTRE A AIR;S7121A; 256,00   ;;;;;
FILTRE A GASOIL;FS 1302; 384,00   ;;;;;
ACIER ROND;42CD4 D 40 MM LG=800MM; 186,30   ;;;;;
FILTRE A GASOIL;FS 9975; 304,00   ;;;;;
FILTRE HYDRAULIQUE;P550041; 336,00   ;;;;;
TOLE NOIR;400X400X25 S275; 691,44   ;;;;;
TOLE NOIR;500X300X25 S275; 652,56   ;;;;;
TOLE NOIR;400X200X25 S275; 364,63   ;;;;;
TOLE NOIR;200X200X20 S275; 182,34   ;;;;;
POMPE IMMERGEE;NS 96X/23 2HP 220V SAER; 5 333,33   ;;;;;
COFFRET ELECTRIQUE;2 HP 220V; 1 333,33   ;;;;;
CABLE ELECTRIQUE SOUPLE;3X2,5MM2;;;;;;
CABLE ELECTRIQUE SOUPLE;3X1MM2;;;;;;
RESIGNEUSE;M11;;;;;;
CABLE ELECTRIQUE SOUPLE;4X6MM2;;;;;;
ELECTRODE DE NIVEAU;;;;;;;
FLOTEUR NIVEAU;5 MT;;;;;;
TUBE PEHD;50 PN10; 14,17   ;;;;;
CORDE EN NYLON;D 12MM; 5,00   ;;;;;
RACCORD PEHD;"50X1""1/2 MALE"; 58,00   ;;;;;
REDUCTION;"1""1/2X1""1/4 MALE"; 25,38   ;;;;;
RACCORD PEHD;"2"" FF GALVANISEE"; 168,62   ;;;;;
VANNE A BILLE;"2"" SIRAL"; 458,33   ;;;;;
MAMELON;"2"" GALVANISEE"; 46,67   ;;;;;
TUBE GALVANISEE;"2"" LONG= 6 MT"; 104,17   ;;;;;
COUDE ;"2"" FF GALVANISEE"; 58,80   ;;;;;
TE;"2"" FF NOIR EE"; 98,80   ;;;;;
OXYGENE;; 46,69   ;;;;;
RESSORT;S/M; 22,00   ;;;;;
RESSORT;S/M; 20,00   ;;;;;
EMMENCHEMENT;T38 COP 1238; 2 450,00   ;;;;;
COURONNE IMPREGNEE;86T2; 2 800,00   ;;;;;
COURONNE IMPREGNEE;76T2 A6; 3 145,00   ;;;;;
MANCHON ALESEUR;76T2 IMPREGNEE; 1 545,00   ;;;;;
CIMENT;CLC 45 (A) VRAC BSK; 1 546,00   ;;;;;
ROULEMENT A BILLE;6308 NR NSK; 235,00   ;;;;;
ROULEMENT A BILLE;6207 2RS C3 Z2V2 GULLMAN; 46,00   ;;;;;
ARRET D'HUILE;50X72X10; 21,57   ;;;;;
ACCOUPLEMENT;GE42-55; 880,00   ;;;;;
ARRET D'HUILE;60X85X10; 25,00   ;;;;;
JOINT TORIQUE;123,42X3,5; 12,00   ;;;;;
JOINT TORIQUE;139,19x3,53; 12,00   ;;;;;
TOLE NOIR;330X330X10 S275JR; 193,65   ;;;;;
TOLE NOIR;300X300XX20 S275JR; 286,22   ;;;;;
TOLE NOIR;500X300X20 S275JR; 460,71   ;;;;;
TOLE NOIR;250X100X10 S275JR; 58,10   ;;;;;
TOLE NOIR;165 EP 60 S275JR; 302,88   ;;;;;
TOLE NOIR;250X165X25 S275JR; 280,74   ;;;;;
FILTRE A GASOIL;CC 4083; 120,00   ;;;;;
FILTRE A GASOIL;FF574; 82,00   ;;;;;
FILTRE A HUILE;LF3481; 168,00   ;;;;;
FILTRE A GASOIL;FF1118; 118,00   ;;;;;
FILTRE A GASOIL;1R 0751; 169,00   ;;;;;
FILTRE SEPARATEUR GASOIL;5134490; 398,00   ;;;;;
FILTRE A HUILE;1R1808; 330,00   ;;;;;
FILTRE A GASOIL;FF1118; 118,00   ;;;;;
FILTRE A HUILE;TFH 6012; 105,00   ;;;;;
FILTRE A HYDRAULIQUE;CS150.0P10A; 425,00   ;;;;;
FILTRE A HUILE;1182001; 230,00   ;;;;;
FILTRE A HUILE;21060=Z293; 98,00   ;;;;;
FILTRE HYDRAULIQUE;CSP150.1.3P10A; 425,00   ;;;;;
FILTRE HYDRAULIQUE;CSP150.1.3P10A; 425,00   ;;;;;
ARRET D'HUILE;110X130X12 EN VITON; 275,00   ;;;;;
DENT;S/M; 176,00   ;;;;;
CLAVETTE;S/M; 88,00   ;;;;;
ADAPTEUR;3/4 A GAZ; 29,40   ;;;;;
ADAPTEUR;"1"" A GAZ"; 42,00   ;;;;;
CONFECTION FLEXIBLE;"1"" LG=6 MT FF BSP"; 790,00   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=4 MT FF BSP; 663,24   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=3 MT FF BSP; 540,79   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=6 MT FF BSP; 928,14   ;;;;;
TE EGALE;"1"" FFF"; 210,00   ;;;;;
DISTRIBUTEUR MANUELLE;1 ELEMENT 100L-3/4; 3 388,00   ;;;;;
FILTRE A AIR;SI5265; 796,00   ;;;;;
VIS;TH 14X60+RONDELLE; 5,50   ;;;;;
VIS;BTR 12X50; 4,00   ;;;;;
VIS;TH HR 14X60; 5,00   ;;;;;
ECROU NYLSTOP;D14; 1,50   ;;;;;
VIS;TH HR 10X90+ECROU NYLSTOP; 6,00   ;;;;;
VIS;TH HR 12X50; 3,00   ;;;;;
VIS;BTR TC 10X50; 3,00   ;;;;;
RONDELLE GROWER;D 12; 0,80   ;;;;;
CABLE ELECTRIQUE SOUPLE;3X2,5MM2; 20,50   ;;;;;
CABLE ELECTRIQUE SOUPLE;3X1,5MM2; 7,17   ;;;;;
CABLE ELECTRIQUE SOUPLE;4X6MM2; 45,00   ;;;;;
RESIGNEUSE;M11; 100,00   ;;;;;
ELECTRODE DE NIVEAU;; 31,67   ;;;;;
FLOTEUR NIVEAU;5 MT; 125,00   ;;;;;
CONDENSATEUR;60 Uf; 100,00   ;;;;;
MOTEUR HYDRAULIQUE;55; 6 500,00   ;;;;;
GASOIL;; 9,72   ;;;;;
ROULEMENT A BILLE;6306 2RS C3 FNR; 45,45   ;;;;;
JOINT TORIQUE;150X3; 16,49   ;;;;;
JOINT TORIQUE;152,07X2,62; 12,83   ;;;;;
ROULEMENT A BILLE;16012 FNR; 50,00   ;;;;;
ARRET D'HUILE;55X80X10; 20,00   ;;;;;
ACIER ROND;XC48 D 230 LG=40MM; 280,00   ;;;;;
FER CARRE;XC48 D 30 LG=1000MM; 195,00   ;;;;;
ACIER CREUX;30X20 20MV6; 148,50   ;;;;;
ACIER ROND;E24 D 120 LG=1000MM; 41,60   ;;;;;
PEINTURE;VENYL BLANC LEDER PLAST; 15,00   ;;;;;
PAPIER RESIN;G100 50MT; 270,00   ;;;;;
PINCEAU PEINTURE;PM; 48,00   ;;;;;
PINCEAU PEINTURE;GM; 60,00   ;;;;;
DILUANT CELLULOSIQUE;SODECSO; 23,00   ;;;;;
GRATTOIR ;AVEC MANCHE M.70 SGS; 24,00   ;;;;;
